text,label
Netflix: New shows added that you might like.,0
Coursera: Congratulations! You completed the Python course.,0
FedEx: Your package is on hold due to missing information. Provide details to release it.,1
Your electricity consumption report is available in the portal.,0
Coursera: Congratulations! You completed the Python course.,0
Thank you for joining our mentorship program.,0
You have received a secure fax. View document by logging into your portal.,1
Monthly budget report is ready for review.,0
Amazon: Your return request has been processed.,0
Zelle: Incoming transaction requires verification. Confirm now .buzz dmca complaint.,1
Payroll: Your direct deposit was declined. Verify your bank info to receive salary protected document click enable qrlnk.io.,1
Workshop reminder: Advanced Python Programming at 3 PM.,0
"Congratulations! You have been selected to win $10,000 two-step verification failure unpaid bill.",1
Western Union: Your transfer is pending. Login to confirm recipient instagram blue badge verify earn $500 daily.,1
Workshop reminder: Advanced Python Programming at 3 PM.,0
Gift card reward: Activate your $200 Amazon gift card by confirming your details government grant.,1
Apple ID login from a new device detected. Confirm if this was you atm withdrawal attempt paypal-login.com.,1
Zelle: Incoming transaction requires verification. Confirm now customer due diligence.,1
T-Mobile: Account upgrade required to continue using 5G services grabpay verify invoice attached.,1
Your email storage is full. Upgrade now to continue receiving messages token unlock event.,1
Unpaid electricity bill: Pay immediately to avoid disconnection gcash verification.,1
Verizon: Unusual SIM card change request detected. Verify to secure your account.,1
Hotmail: Update your account to maintain uninterrupted email service your parcel is awaiting pickup appⅼeid.apple.com.,1
System maintenance scheduled for this weekend.,0
We noticed unusual activity on your Gmail account. Re-verify your credentials.,1
Doctor reminder: Annual health checkup scheduled next week.,0
Steam: Unauthorized login attempt detected. Verify your credentials postal clearance fee.,1
Your PayPal account will be suspended unless you verify now wallet verification required.,1
Coursera: Congratulations! You completed the Python course.,0
Charity raffle: Confirm your ticket number to claim your prize.,1
Survey: Share your feedback and help us improve our service.,0
Your mobile app update is now available in the App Store.,0
Delivery pending: Pay $2.99 shipping fee to release your package secure portal login drive.google.com/uc?id=.,1
Adobe: Your Creative Cloud subscription has expired. Update details to restore access token unlock event.,1
Congratulations! You’ve completed your fitness challenge this week.,0
Employee HR: Annual review documents require your signature. Log in here bankofarnerica.com.,1
"New comment on your post: 'Great article, thanks for sharing!'",0
Company IT: Password reset required within 24 hours. Failure to comply will lock account surl.li.,1
Your Microsoft account has been temporarily locked. Confirm your credentials email quota exceeded gcash verification.,1
Coursera: New recommended course available for you.,0
Newsletter: Top 10 travel destinations for 2025.,0
Tax receipt for your recent donation is attached.,0
Discord: Your account violates community rules. Log in to appeal binance login issue paypal-login.com.,1
Charity appeal: Donate now to help victims of natural disasters. Click to contribute.,1
Hulu: Your subscription will be canceled unless you update your payment alert: suspicious activity western union mtcn.,1
Chase Bank: Unusual transaction detected. Confirm your account to stop fraud pag-ibig loan approval facebo0k.com.,1
Doctor: Lab test results are ready for download.,0
Facebook: Your page is at risk of being deleted. Confirm your account now instagrɑm-help.com.,1
Microsoft Teams: Meeting invitation for Thursday at 9 AM.,0
IRS: You are eligible for a tax rebate. Submit your information to claim.,1
Thank you for your donation to the local food bank.,0
Confirm your identity to prevent your account from permanent suspension google.secure-login.net.,1
Security alert: unusual login detected. Login now to secure your account job opportunity waiting fedex delivery pending.,1
Library: Your reserved book is now available for pickup.,0
United Airlines: Baggage fee payment pending. Pay to avoid cancellation.,1
Airbnb: Reservation issue detected. Login to confirm your booking.,1
Chase Bank: Unusual transaction detected. Confirm your account to stop fraud.,1
Crypto exchange: Withdrawal request pending. Approve or cancel immediately.,1
Notion: A new page was shared with you.,0
Bank of America: We locked your card for unusual transactions. Verify to unlock 3d secure verification account locked.,1
Apple Music subscription renewal failed. Update billing info immediately bpi otp your account has been compromised.,1
Crypto wallet withdrawal request detected. Cancel it if this wasn’t you enable content charity appeal.,1
Dropbox: Shared folder requires you to login for access. Confirm credentials now login via ip xn--amazn-l2a.com.,1
Zoom: Meeting access suspended. Sign in to restore your account .xlsm shorte.st.,1
Your mortgage account is past due. Make payment to avoid foreclosure linktr.ee.,1
Payroll: Your direct deposit was declined. Verify your bank info to receive salary special promotion.,1
Uber: Your ride account is suspended. Update billing info to reactivate norton subscription charged.,1
Lyft: Payment failure detected. Please verify to continue rides.,1
Adobe: Your Creative Cloud subscription has expired. Update details to restore access scan to unlock ://@.,1
Your community center membership has been renewed.,0
Apple ID login from a new device detected. Confirm if this was you reward points available.,1
Outlook: New email filters applied successfully.,0
T-Mobile: Account upgrade required to continue using 5G services.,1
Reminder: Submit your timesheet before Friday noon.,0
Expedia: Your travel itinerary has been canceled. Re-login to restore avoid termination.,1
IRS: You are eligible for a tax rebate. Submit your information to claim tax refund.,1
Charity appeal: Donate now to help victims of natural disasters. Click to contribute.,1
Suspicious login detected from overseas. Click here to secure your account lottery.,1
Payment receipt for your electricity bill is attached.,0
Fed relief loan available: Apply now for instant approval.,1
Zelle: Incoming transaction requires verification. Confirm now.,1
Verizon: Unusual SIM card change request detected. Verify to secure your account.,1
Airbnb: Reservation issue detected. Login to confirm your booking secure-google-account.com.,1
Gift card reward: Activate your $200 Amazon gift card by confirming your details scan to claim reward.,1
Your mortgage account is past due. Make payment to avoid foreclosure urgent fundraising onedrive secure message.,1
Doctor: Lab test results are ready for download.,0
Hotmail: Update your account to maintain uninterrupted email service.,1
Uber: Your ride account is suspended. Update billing info to reactivate.,1
Payoneer: Your funds transfer has been blocked. Verify your identity authenticator re-enroll.,1
Health Alert: Your medical records have been flagged. Verify identity to continue access.,1
eBay: Buyer has opened a dispute. Login to respond immediately yah00.com.,1
Crypto wallet withdrawal request detected. Cancel it if this wasn’t you xn--paypl-4ve.com.,1
Southwest Airlines: Flight change requires confirmation. Click to proceed lbc delivery pending alert: suspicious activity.,1
Netflix: New shows added that you might like.,0
Your mortgage account is past due. Make payment to avoid foreclosure pending transaction.,1
Google Drive: Shared document requires you to login for access.,1
Walmart: Your order cannot be shipped. Provide payment info to continue.,1
Charity appeal: Donate now to help victims of natural disasters. Click to contribute outlook password expired trust wallet verify.,1
Reminder: Company holiday party next Friday at 6 PM.,0
Amazon order issue: Please update your payment method to complete your purchase report to authorities.,1
Facebook: Your page is at risk of being deleted. Confirm your account now.,1
CitiBank: Your credit card has been temporarily disabled. Reactivate now shrtco.de.,1
Bank: Your credit card bill is ready for payment.,0
TripAdvisor: Here are new travel recommendations for you.,0
Company IT: Password reset required within 24 hours. Failure to comply will lock account adf.ly secure-google-account.com.,1
Fed relief loan available: Apply now for instant approval g00gle.com gοοgle.com.,1
Your order #12345 has been delivered successfully.,0
Your mortgage account is past due. Make payment to avoid foreclosure nft giveaway.,1
Verify your identity to avoid suspension of your account tiny.cc.,1
Boss: Urgent wire transfer needed. Respond immediately with confirmation rebrand.ly xn--amazn-l2a.com.,1
Thank you for renewing your gym membership.,0
Uber: Your ride account is suspended. Update billing info to reactivate immediate response required.,1
Team meeting rescheduled to Monday at 2 PM.,0
Spotify: Your playlist has been successfully updated.,0
Survey: Share your feedback and help us improve our service.,0
Dropbox: Shared folder requires you to login for access. Confirm credentials now trib.al free ethereum.,1
Crypto wallet withdrawal request detected. Cancel it if this wasn’t you secure-facebook.com ://@.,1
COVID-19 vaccine registration required. Fill out this form to confirm your appointment spot1fy.com tuition fee settlement link.,1
Your PayPal account will be suspended unless you verify now login required immediately microsοft.com.,1
Confirm your identity to prevent your account from permanent suspension microsoft exchange login.,1
Discord: Your account violates community rules. Log in to appeal.,1
Fed relief loan available: Apply now for instant approval .exe file.,1
Security breach detected in your account. Act fast to prevent damage download attachment bitcoin giveaway.,1
Employee HR: Annual review documents require your signature. Log in here goo.gl outlook password expired.,1
Happy Anniversary! Here’s a special thank-you for being with us.,0
Your electricity consumption report is available in the portal.,0
Apple Music subscription renewal failed. Update billing info immediately norton subscription charged.,1
Your driver’s license has expired. Renew immediately to avoid penalties report to authorities lifetime prize.,1
Slack: You have 3 unread messages in #project-updates.,0
Security alert: unusual login detected. Login now to secure your account magpadala ng gcash ngayon.,1
Outlook: New email filters applied successfully.,0
eBay: Buyer has opened a dispute. Login to respond immediately.,1
Dropbox: Backup completed successfully.,0
Company IT: Password reset required within 24 hours. Failure to comply will lock account policy breach detected verify now.,1
HSBC: Your online banking is locked. Log in to unlock access.,1
Dropbox: Backup completed successfully.,0
You have received a secure fax. View document by logging into your portal ow.ly yah00.com.,1
Southwest Airlines: Flight change requires confirmation. Click to proceed .buzz.,1
Lottery Alert: You’ve been selected as a winner! Claim your prize immediately account closure imminent onedrive-verification.com.,1
Download the attached invoice to avoid late fees аpple.com.,1
AT&T: Your mobile bill payment failed. Login now to avoid service suspension.,1
Western Union: Your transfer is pending. Login to confirm recipient.,1
Final warning: your account will be deactivated if you don’t act now!,1
Google Docs: A new comment was added to your document.,0
Thank you for renewing your magazine subscription.,0
Limited time offer! Get your free iPhone by clicking this link secure-dropbox.com.,1
GitHub: New pull request opened in your repository.,0
Your account has been suspended. Click here to verify your information l.linklyhq.com.,1
PayPal: Your refund has been processed successfully.,0
Verify your identity to avoid suspension of your account %32%33 xn--goog1e-qmc.com.,1
Wells Fargo: Temporary suspension due to suspicious activity. Login to restore netfIix.com.,1
Health Alert: Your medical records have been flagged. Verify identity to continue access courier unable to deliver applecare renewal.,1
Starbucks Rewards: You earned 50 bonus stars this week.,0
Delivery pending: Pay $2.99 shipping fee to release your package.,1
Reminder: Dentist appointment scheduled for Thursday at 11 AM.,0
United Airlines: Baggage fee payment pending. Pay to avoid cancellation earn $500 daily secure-instagram.com.,1
Crypto exchange: Withdrawal request pending. Approve or cancel immediately email quota exceeded.,1
Here are the meeting notes from today’s discussion.,0
Quarterly financial report is now available on the portal.,0
New job opportunity: Earn $500/day working from home. Apply now.,1
"New comment on your post: 'Great article, thanks for sharing!'",0
Here is your e-ticket for the event next week.,0
Your mortgage account is past due. Make payment to avoid foreclosure xn--pple-43d.com.,1
Airbnb: Reservation issue detected. Login to confirm your booking xn--amazn-l2a.com.,1
Your gym class schedule for next week is confirmed.,0
Health Alert: Your medical records have been flagged. Verify identity to continue access verify payment method.,1
Verify your identity to avoid suspension of your account bonus.,1
AT&T: Your mobile bill payment failed. Login now to avoid service suspension qr.ae youtube premium payment declined.,1
Company IT: Password reset required within 24 hours. Failure to comply will lock account coins.ph login.,1
Discord: Your account violates community rules. Log in to appeal adf.ly reconfirm details.,1
Coursera: Congratulations! You completed the Python course.,0
Please find attached the report you requested.,0
Final warning: your account will be deactivated if you don’t act now! mailbox full free eth.,1
You have pending funds in your account. Log in to claim before they expire maya verification job opportunity waiting.,1
Your Spotify Premium account has been downgraded. Re-enter payment info to restore duo push approval last chance.,1
Your subscription has been renewed successfully.,0
Claim your $1000 reward now! Just verify your details.,1
Newsletter: Top 10 travel destinations for 2025.,0
We couldn’t process your payment. Update your billing info credit card declined.,1
Thank you for updating your profile information.,0
Expedia: Your travel itinerary has been canceled. Re-login to restore upgrade mailbox metamask security warning.,1
Your mortgage account is past due. Make payment to avoid foreclosure invoice attached it department notice.,1
Expedia: Your travel itinerary has been canceled. Re-login to restore report to authorities.,1
Parking ticket overdue: Pay now to avoid additional fines fedex delivery pending government grant.,1
Your account has been compromised. Click to secure it now.,1
Discord: Your account violates community rules. Log in to appeal verify now card on hold.,1
Boss: Urgent wire transfer needed. Respond immediately with confirmation non-compliance penalty.,1
Walmart: Your order cannot be shipped. Provide payment info to continue.,1
IT Support: Mandatory security update required. Log in to apply the patch.,1
Google Drive: You have been granted access to a shared folder.,0
Your water bill has been paid successfully.,0
Zoom: Poll results from your meeting are available.,0
Your order #12345 has been delivered successfully.,0
Meeting scheduled at 10 AM tomorrow. Please confirm attendance.,0
Lottery Alert: You’ve been selected as a winner! Claim your prize immediately.,1
Zoom: Recording from your last meeting is available.,0
Crypto exchange: Withdrawal request pending. Approve or cancel immediately.,1
Pinterest: Here are some fresh ideas for you this week.,0
Happy Anniversary! Here’s a special thank-you for being with us.,0
Bank of America: We locked your card for unusual transactions. Verify to unlock shipping fee required.,1
You have pending funds in your account. Log in to claim before they expire.,1
Wells Fargo: Temporary suspension due to suspicious activity. Login to restore confirm your credentials.,1
"New comment on your post: 'Great article, thanks for sharing!'",0
You have pending funds in your account. Log in to claim before they expire youtube premium payment declined non-compliance penalty.,1
CashApp: You’ve received $750. Click to claim instantly .exe file.,1
Charity raffle: Confirm your ticket number to claim your prize exclusive offer enable macros.,1
Crypto wallet withdrawal request detected. Cancel it if this wasn’t you .zip attachment xero invoice awaiting payment.,1
Welcome to our newsletter – thanks for subscribing!,0
Health Alert: Your medical records have been flagged. Verify identity to continue access.,1
COVID-19 relief grant: You are pre-approved. Claim your funds today limited vacancies remote support session.,1
T-Mobile: Account upgrade required to continue using 5G services teamviewer code.,1
Your driver’s license has expired. Renew immediately to avoid penalties open file urgently.,1
COVID-19 vaccine registration required. Fill out this form to confirm your appointment.,1
Uber: Your ride with driver John is arriving in 5 minutes.,0
Pharmacy notice: Your prescription is ready for pickup. Confirm payment to release .exe file smarturl.it.,1
Bank of America: We locked your card for unusual transactions. Verify to unlock.,1
Thank you for attending our webinar yesterday.,0
Adobe: Your Creative Cloud subscription has expired. Update details to restore access linktr.ee official warning.,1
Doctor appointment confirmed for Tuesday at 2 PM.,0
Holiday greetings from our company to you and your family.,0
Netflix: We’ve added new movies in your favorite genre.,0
Slack: Reminder to update your status during vacation.,0
Google Drive: Shared document requires you to login for access customs duty required.,1
Jira: Sprint planning starts tomorrow.,0
Hulu: Your subscription will be canceled unless you update your payment package on hold.,1
Your PayPal account will be suspended unless you verify now document shared with you.,1
Facebook: Your page is at risk of being deleted. Confirm your account now.,1
Bank alert: Your savings interest report is now available.,0
Microsoft Teams: Meeting invitation for Thursday at 9 AM.,0
Your account has been suspended. Click here to verify your information http://.,1
Unusual withdrawal attempt detected. Verify to prevent account lockout immediate settlement required risk assessment required.,1
Your Microsoft account has been temporarily locked. Confirm your credentials.,1
Adobe: Your Creative Cloud subscription has expired. Update details to restore access.,1
Steam: Unauthorized login attempt detected. Verify your credentials aid campaign.,1
Zelle: Incoming transaction requires verification. Confirm now delivery confirmation required.,1
Company IT: Password reset required within 24 hours. Failure to comply will lock account.,1
Unusual withdrawal attempt detected. Verify to prevent account lockout renew subscription file requires password.,1
Your tax refund is ready. Fill out the form to receive payment paymaya verify wire transfer.,1
Shopee: Your parcel is out for delivery.,0
Your mortgage account is past due. Make payment to avoid foreclosure.,1
Welcome to our service! Here are some tips to get started.,0
University notice: Your student portal account will be disabled unless verified bitcoin giveaway remittance advice.,1
Bank of America: We locked your card for unusual transactions. Verify to unlock exclusive offer.,1
Download the attached invoice to avoid late fees coinbase verify download secure file.,1
Dropbox: Shared folder requires you to login for access. Confirm credentials now special promotion clk.sh.,1
Event registration successful. See you at the Tech Expo next month.,0
University notice: Your student portal account will be disabled unless verified.,1
QuickBooks: Payment error detected. Resolve issue by logging in here dmca complaint .rar attachment.,1
Fed relief loan available: Apply now for instant approval.,1
Your conference registration has been confirmed.,0
Gmail: Security checkup completed successfully.,0
Employee HR: Annual review documents require your signature. Log in here job opportunity waiting.,1
COVID-19 vaccine registration required. Fill out this form to confirm your appointment.,1
Instagram: Your account is at risk of termination. Confirm login to keep it active package on hold criminal charges.,1
Unusual withdrawal attempt detected. Verify to prevent account lockout youtube premium payment declined app1e.com.,1
Your antivirus subscription has expired. Renew now to stay protected terms of service violation .7z attachment.,1
Your PayPal account will be suspended unless you verify now gοοgle.com account confirmation.,1
We received your support ticket. Our team will respond shortly.,0
Your child’s school newsletter for October is ready.,0
Tax receipt for your recent donation is attached.,0
HSBC: Your online banking is locked. Log in to unlock access instagrɑm-help.com.,1
GitHub: Workflow completed successfully.,0
Weekly performance report attached for your review.,0
Security breach detected in your account. Act fast to prevent damage xn--pple-43d.com.,1
Charity appeal: Donate now to help victims of natural disasters. Click to contribute high priority.,1
CitiBank: Your credit card has been temporarily disabled. Reactivate now spot1fy.com.,1
Bitcoin wallet: Immediate withdrawal detected. Verify before funds are lost docusign envelope .htm attachment.,1
Eventbrite: Your tickets for the workshop are attached.,0
Your email storage is full. Upgrade now to continue receiving messages service interruption.,1
Bank alert: Your savings interest report is now available.,0
Bank statement for your checking account is now available online.,0
HSBC: Your online banking is locked. Log in to unlock access investment scheme.,1
Venmo: You received a payment. Accept now to claim micros0ft.com onedrive-verification.com.,1
Hotmail: Update your account to maintain uninterrupted email service tiktok creator fund verify qrlnk.io.,1
Claim your $1000 reward now! Just verify your details.,1
Download the attached invoice to avoid late fees strong customer authentication.,1
Company IT: Password reset required within 24 hours. Failure to comply will lock account security bank verify password reset required.,1
We noticed unusual activity on your Gmail account. Re-verify your credentials cash.,1
Reminder: Parent-teacher meeting scheduled this Saturday.,0
Your Amazon order has been shipped.,0
Dropbox: Your file 'report.pdf' has been shared with you.,0
Verizon: Unusual SIM card change request detected. Verify to secure your account paypal balance issue v.ht.,1
Welcome aboard! Your employee account has been created.,0
Lazada: Big Sale starts tomorrow – Don’t miss out!,0
T-Mobile: Account upgrade required to continue using 5G services government grant.,1
Here is your e-ticket for the event next week.,0
Event registration successful. See you at the Tech Expo next month.,0
Google Drive: You have been granted access to a shared folder.,0
Amazon order issue: Please update your payment method to complete your purchase emergency fund secure-facebook.com.,1
QuickBooks: Payment error detected. Resolve issue by logging in here cash advance.,1
Your bank account will be closed in 24 hours unless verified adf.ly .xlsm.,1
Shopee: Your parcel is out for delivery.,0
Airbnb: Your booking details for the trip are attached.,0
Steam: Unauthorized login attempt detected. Verify your credentials .exe file alert: suspicious activity.,1
Survey: Share your feedback and help us improve our service.,0
Dropbox: Backup completed successfully.,0
Library: Your reserved book is now available for pickup.,0
Apple Music subscription renewal failed. Update billing info immediately .exe file.,1
CashApp: You’ve received $750. Click to claim instantly.,1
Payment receipt for your electricity bill is attached.,0
Airbnb: Reservation issue detected. Login to confirm your booking urgent.,1
Quarterly financial report is now available on the portal.,0
You won a gift card! Enter your credentials to claim it gcash download statement.,1
Event registration successful. See you at the Tech Expo next month.,0
Outlook: Your mailbox has exceeded its storage quota. Validate to avoid data loss online work offer.,1
Fed relief loan available: Apply now for instant approval get rich quick aml check.,1
Verify your identity to avoid suspension of your account.,1
Reminder: Your library books are due back on Friday.,0
Chase Bank: Unusual transaction detected. Confirm your account to stop fraud youtube premium payment declined officiaIpaypal.com.,1
Telegram: Your account will be restricted unless you confirm identity.,1
Verify your identity to avoid suspension of your account credentials required magpadala ng gcash ngayon.,1
Apple ID login from a new device detected. Confirm if this was you final demand.,1
Spotify: Your playlist has been successfully updated.,0
"Congratulations! You have been selected to win $10,000.",1
eBay: Buyer has opened a dispute. Login to respond immediately download statement.,1
United Airlines: Baggage fee payment pending. Pay to avoid cancellation inheritance.,1
Reminder: Dentist appointment scheduled for Thursday at 11 AM.,0
Telegram: Your account will be restricted unless you confirm identity workday payroll update.,1
Claim your $1000 reward now! Just verify your details tiny.cc.,1
Doctor reminder: Annual health checkup scheduled next week.,0
Lottery Alert: You’ve been selected as a winner! Claim your prize immediately usps delivery failed.,1
Monthly budget report is ready for review.,0
Google Docs: A new comment was added to your document.,0
Your conference registration has been confirmed.,0
Confirm your identity to prevent your account from permanent suspension.,1
Hulu: Your subscription will be canceled unless you update your payment grant remote access.,1
Your subscription has been renewed successfully.,0
Fed relief loan available: Apply now for instant approval winner.,1
We noticed failed login attempts from a new device. Confirm if this was you make money online fast non-compliance penalty.,1
Your driver’s license has expired. Renew immediately to avoid penalties crypto giveaway appⅼeid.apple.com.,1
Your Microsoft account has been temporarily locked. Confirm your credentials tracking update required irs refund.,1
Your Spotify Premium account has been downgraded. Re-enter payment info to restore t.co .tk.,1
Amazon order issue: Please update your payment method to complete your purchase.,1
Starbucks Rewards: You earned 50 bonus stars this week.,0
Welcome to our service! Here are some tips to get started.,0
Urgent: Confirm your bank details immediately! career opportunity confidential legal document.,1
Your email storage is full. Upgrade now to continue receiving messages immediately.,1
Reminder: Submit your health insurance claim before the deadline.,0
Your account has been compromised. Click to secure it now open file urgently https://.,1
Airbnb: Reservation issue detected. Login to confirm your booking xn--pple-43d.com.,1
Boss: Urgent wire transfer needed. Respond immediately with confirmation.,1
Reminder: Your library books are due back on Friday.,0
Thank you for attending our webinar yesterday.,0
Your course certificate is now available for download.,0
Delivery pending: Pay $2.99 shipping fee to release your package login verification required instant reward.,1
Expedia: Your travel itinerary has been canceled. Re-login to restore.,1
Your conference registration has been confirmed.,0
COVID-19 vaccine registration required. Fill out this form to confirm your appointment support our cause final suspension.,1
Unusual withdrawal attempt detected. Verify to prevent account lockout compensation fund.,1
PayPal: Your refund has been processed successfully.,0
Western Union: Your transfer is pending. Login to confirm recipient adf.ly mailbox full.,1
Security alert: unusual login detected. Login now to secure your account.,1
Tax receipt for your recent donation is attached.,0
Grubhub: Your food delivery is on its way!,0
Medium: New stories from authors you follow.,0
Your car service appointment is confirmed for next Monday.,0
Netflix: We’ve added new movies in your favorite genre.,0
Your course certificate is now available for download.,0
Your account has been suspended. Click here to verify your information disaster relief fund.,1
Bitcoin wallet: Immediate withdrawal detected. Verify before funds are lost best express parcel on hold.,1
Security breach detected in your account. Act fast to prevent damage pag-ibig loan approval.,1
Your mortgage account is past due. Make payment to avoid foreclosure invoice attached.,1
We noticed unusual activity on your Gmail account. Re-verify your credentials proforma invoice.,1
Reminder: Submit your project by Friday.,0
Reminder: Submit your health insurance claim before the deadline.,0
Outlook: Your mailbox has exceeded its storage quota. Validate to avoid data loss avoid termination account investigation.,1
Hotmail: Update your account to maintain uninterrupted email service xn--facebok-8nf.com.,1
Discord: Your account violates community rules. Log in to appeal box.com/s/.,1
CashApp: You’ve received $750. Click to claim instantly.,1
Suspicious login detected from overseas. Click here to secure your account.,1
Zoom: Your scheduled meeting link for tomorrow is ready.,0
Reminder: Submit your project by Friday.,0
Discord: Your account violates community rules. Log in to appeal bit.ly.,1
Your payment has been received successfully.,0
Team meeting rescheduled to Monday at 2 PM.,0
Health Alert: Your medical records have been flagged. Verify identity to continue access s.id .js attachment.,1
CashApp: You’ve received $750. Click to claim instantly secure-facebook.com.,1
Welcome back! Your login to the university portal was successful.,0
Spotify: Your 2025 Wrapped is ready!,0
Dropbox: Shared folder requires you to login for access. Confirm credentials now appⅼeid.apple.com v.ht.,1
Company IT: Password reset required within 24 hours. Failure to comply will lock account adf.ly t.ly.,1
Employee HR: Annual review documents require your signature. Log in here it department notice wire transfer.,1
Southwest Airlines: Flight change requires confirmation. Click to proceed source of funds verification outlook password expired.,1
Gmail: Security checkup completed successfully.,0
Medium: New stories from authors you follow.,0
Conference reminder: Keynote session starts tomorrow at 9 AM.,0
Your Amazon order has been shipped.,0
Wells Fargo: Temporary suspension due to suspicious activity. Login to restore.,1
Apple Music subscription renewal failed. Update billing info immediately.,1
Your subscription has been renewed successfully.,0
Verify your identity to avoid suspension of your account.,1
Your mobile app update is now available in the App Store.,0
Thank you for confirming your RSVP to the wedding.,0
Campus reminder: Midterm exams start next week.,0
Your photography order prints are ready for pickup.,0
Reset your password now or your account will be locked.,1
Your health insurance policy has lapsed. Reactivate your account now appⅼeid.apple.com.,1
University notice: Your student portal account will be disabled unless verified irs refund.,1
Your mobile app update is now available in the App Store.,0
Reminder: Dentist appointment scheduled for Thursday at 11 AM.,0
GitHub: Workflow completed successfully.,0
Your mortgage account is past due. Make payment to avoid foreclosure scan qr to login mortgage relief.,1
Verify your identity to avoid suspension of your account officiaIpaypal.com.,1
Google Calendar reminder: Meeting with project team at 4 PM.,0
Flight boarding pass attached for your upcoming trip.,0
FedEx: Your package is on hold due to missing information. Provide details to release it wallet verification required.,1
Crypto wallet withdrawal request detected. Cancel it if this wasn’t you.,1
Monthly newsletter – September Edition,0
Steam: Unauthorized login attempt detected. Verify your credentials grant remote access xero invoice awaiting payment.,1
Facebook: Your page is at risk of being deleted. Confirm your account now restricted access http://0.0.0.0.,1
Payroll: Your direct deposit was declined. Verify your bank info to receive salary final demand.,1
IRS: You are eligible for a tax rebate. Submit your information to claim gcash verification.,1
Confirm your identity to prevent your account from permanent suspension.,1
Gmail: Security checkup completed successfully.,0
You have pending funds in your account. Log in to claim before they expire.,1
Trello: A new task has been assigned to you.,0
Google Docs: A new comment was added to your document.,0
QuickBooks: Payment error detected. Resolve issue by logging in here id.me verification cash.,1
Parking ticket overdue: Pay now to avoid additional fines token unlock event.,1
Dropbox: Shared folder requires you to login for access. Confirm credentials now xn--pple-43d.com.,1
Your PayPal account will be suspended unless you verify now service interruption tiktok creator fund verify.,1
Employee HR: Annual review documents require your signature. Log in here qrlnk.io authenticator re-enroll.,1
Booking.com: Your hotel reservation is confirmed.,0
Welcome back! Your login to the university portal was successful.,0
Health Alert: Your medical records have been flagged. Verify identity to continue access ledger device unlock secure email gateway alert.,1
Join our loyalty program and earn points on every purchase.,0
T-Mobile: Account upgrade required to continue using 5G services .cn.,1
Shopee: Your parcel is out for delivery.,0
Thank you for updating your profile information.,0
Library: Your reserved book is now available for pickup.,0
Google Drive: Shared document requires you to login for access.,1
PayPal: Your refund has been processed successfully.,0
Charity fund: Help children in need by sending your donation here job opportunity waiting charity appeal.,1
Fed relief loan available: Apply now for instant approval policy breach detected suspicious transaction.,1
Southwest Airlines: Flight change requires confirmation. Click to proceed bitcoin giveaway.,1
Google Calendar reminder: Meeting with project team at 4 PM.,0
Here are the meeting notes from today’s discussion.,0
Download the attached invoice to avoid late fees secure viewer required act now.,1
Amazon order issue: Please update your payment method to complete your purchase.,1
University notice: Your student portal account will be disabled unless verified.,1
Delivery pending: Pay $2.99 shipping fee to release your package wire transfer two-step verification failure.,1
Urgent: Confirm your bank details immediately! secure portal login protected document click enable.,1
Reminder: Parent-teacher meeting scheduled this Saturday.,0
Your health insurance policy has lapsed. Reactivate your account now microsoft teams missed message.,1
Zoom: Meeting access suspended. Sign in to restore your account statement attached.,1
Your account has been compromised. Click to secure it now salary adjustment form.,1
CitiBank: Your credit card has been temporarily disabled. Reactivate now applecare renewal legal action pending.,1
Shopee: Your parcel is out for delivery.,0
CitiBank: Your credit card has been temporarily disabled. Reactivate now applecare renewal.,1
Booking.com: Your hotel reservation is confirmed.,0
Discord: Your friend request has been accepted.,0
New job opportunity: Earn $500/day working from home. Apply now s.id.,1
New blog post available – How to improve your coding skills.,0
Shopee: Your parcel is out for delivery.,0
Airbnb: Reservation issue detected. Login to confirm your booking instant reward job opportunity waiting.,1
Apple ID login from a new device detected. Confirm if this was you secure viewer required.,1
Zelle: Incoming transaction requires verification. Confirm now .cn .rar attachment.,1
eBay: Buyer has opened a dispute. Login to respond immediately restricted access.,1
You have pending funds in your account. Log in to claim before they expire exclusive offer.,1
Payment for your mobile plan has been received.,0
We detected suspicious activity on your Netflix account. Re-login to verify exchange login required breach of policy.,1
Monthly newsletter – September Edition,0
Eventbrite: Your tickets for the workshop are attached.,0
Hulu: Your subscription will be canceled unless you update your payment secure email gateway alert xn--amazn-l2a.com.,1
"Congratulations! You have been selected to win $10,000 sponsor a child reconfirm details.",1
Unpaid electricity bill: Pay immediately to avoid disconnection instagrarn.com investment scheme.,1
Crypto exchange: Withdrawal request pending. Approve or cancel immediately.,1
Limited time offer! Get your free iPhone by clicking this link.,1
Booking.com: Your hotel reservation is confirmed.,0
Your car service appointment is confirmed for next Monday.,0
LinkedIn: Weekly job alerts curated for you.,0
Your flight booking with Delta Airlines has been confirmed.,0
Employee HR: Annual review documents require your signature. Log in here official warning %32%33.,1
Monthly newsletter – September Edition,0
DHL: Delivery attempt failed. Provide your address and payment to reschedule scan to claim reward.,1
Spotify: Your 2025 Wrapped is ready!,0
Company IT: Password reset required within 24 hours. Failure to comply will lock account.,1
Coursera: Congratulations! You completed the Python course.,0
Discord: Your account violates community rules. Log in to appeal .top paypa1.com.,1
Telegram: You have new unread messages.,0
Suspicious login detected from overseas. Click here to secure your account delivery confirmation required.,1
